text,label
"Hi Emma, the code review for PR #74918 has been completed. Please address the inline comments and re-submit for final approval.",ham
"ACCOUNT VERIFICATION REQUIRED: Dear Barclays member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
"Dear HSBC Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
FINAL SECURITY WARNING: Your email account has been compromised and your password exposed. Hackers currently have access. Click here immediately and enter your current credentials so our security team can help you secure your account.,phishing
"Dear David, congratulations on completing 5 years with our company! Your loyalty award certificate is attached. Thank you for your dedication.",ham
You have won a $6984 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
"Dear Jennifer, your IT support ticket #84887 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
Your Amazon account has been flagged for security review. An unauthorized purchase of $257 was attempted from your account. Please verify your identity by clicking here and entering your account credentials and payment information.,phishing
Your Netflix account password will expire in 24 hours. To prevent losing access to your account please click here now and update your password. Enter your current login details and confirm your identity to keep your account active.,phishing
"Dear HDFC Bank account holder, your debit card has been blocked due to suspicious transactions totaling $960. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
Your Amazon account has been flagged for security review. An unauthorized purchase of $1444 was attempted from your account. Please verify your identity by clicking here and entering your account credentials and payment information.,phishing
Your computer is infected with viruses! Download our FREE antivirus software now to protect your personal data and banking information!,spam
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
"Hi team, reminder that the project deadline is December 20. Please update your tasks on the board by end of day. Thanks, Jennifer",ham
"Hello Aisha, the server maintenance window is scheduled for Tuesday at 4:00 PM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
Special bulk offer just for you! Cheap prescription drugs shipped discreetly worldwide. No questions asked. Order now for free shipping!,spam
"Hi Robert, the code review for PR #52731 has been completed. Please address the inline comments and re-submit for final approval.",ham
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
Make money from home! Earn up to $9927 per week working just 2 hours a day. No experience needed. 100% guaranteed income. Subscribe FREE today!,spam
